软体动物，介壳形状像心脏，表面暗褐色，有轮状纹，内面色紫，栖淡水软泥中。肉可食，壳可入药。亦称“扁螺”。 | 蚬
〔～～〕众多，繁盛，如“百谷～～，庶卉蕃芜”；出汗的样子，如“汗出～～”；舒展的样子，如“物出～～”。 | 溱
古同“臻”，至，到。 | 溱
〔～潼〕地名，在中国江苏省泰县。 | 溱
一种金属元素，质地坚韧而轻，有延展性，容易导电。可作飞机、车辆、船、舶、火箭的结构材料。纯铝可做超高电压的电缆。做日用器皿的铝通常称“钢精”、“钢种（）”。 | 铝
古同“国”。 | 圀
〔～江〕水名，在中国四川省中部，注入嘉陵江。 | 涪
人以外的具体的东西 | 物
内容，实质 | 物
指自己以外的人或跟自己相对的环境 | 物
正，不歪斜 | 端
正派，正直 | 端
事物的一头 | 端
用手很平正地拿 | 端
姓。 | 端
烧火做饭 | 炊
道，往来通行的地方 | 路
思想或行动的方向、途径 | 路
方面，地区 | 路
种类 | 路
大，正 | 路
车 | 路
姓。 | 路
古代为求雨而举行的一种祭祀 | 雩
日落的时候 | 夕
泛指晚上 | 夕
长矛，古代的一种兵器 | 槊
古同“韭”。 | 韮
用火烧制或用加热等方法使物质纯净、坚韧、浓缩 | 炼
用心琢磨使精练 | 炼
低湿的地方 | 隰
新开垦的田。 | 隰
日本地名用字。 | 辻
地支的末一位，属猪。 | 亥
用于计时 | 亥
好，善 | 美
得意，高兴 | 美
称赞，以为好 | 美
指“亚美利加洲”（简称“美洲”） | 美
指“美国” | 美
〔～～〕波涛声，如“波声～～”。形容喧扰，如“天下～～”，“议论～～”；形容声势很大（含贬义），如“气势～～”，“来势～～”。 | 汹
〔～涌〕水势很大，向上涌，如“波涛～涌”、“～涌澎湃”。 | 汹
敲打 | 叩
旧时一种礼节 | 叩
中国周代地方组织单位之一，五百家为一鄙 | 鄙
郊野之处，边远的地方 | 鄙
粗俗 | 鄙
轻蔑，看不起 | 鄙
品质低劣 | 鄙
谦辞，用于自称 | 鄙
吝啬 | 鄙
古地名，在今中国山西省沁水下游一带。 | 郤
姓。 | 郤
同“隙”。 | 郤
古代打击乐器，形状像曲尺，用玉、石制成，可悬挂。 | 磬
佛寺中使用的一种钵状物，用铜铁铸成，既可作念经时的打击乐器，亦可敲响集合寺众。 | 磬
缢杀 | 磬
古同“罄”，空，尽。 | 磬
估计，猜想 | 料
可供制造其他东西的物质 | 料
喂牲口用的谷物 | 料
一种熔点较低的玻璃，用来制造器皿或工艺品 | 料
烹调时的调味品 | 料
整理，处理 | 料
量词，用于中药配制丸药，处方剂量的全份 | 料
古代军中作防守用的墙壁 | 垒
砌 | 垒
照射 | 映
反照，照射而显示 | 映
用来绾住头发的一种首饰，古代亦用以把帽子别在头发上 | 簪
插，戴 | 簪
一种铁制的烙饼的炊具，平面圆形，中间稍凸。 | 鏊
突然破裂 | 炸
用炸药或炸弹爆破 | 炸
发怒 | 炸
把食物放在煮沸的油中弄熟 | 炸
一种金属元素，可以制货币和器皿、电子设备、感光材料、装饰品等 | 银
旧时用银铸成块的一种货币 | 银
像银的颜色 | 银
古同“垠”，边。 | 银
姓。 | 银
肌肉的俗称 | 筋
肌腱或附着在骨头上的韧带 | 筋
可见的皮下静脉的俗称 | 筋
像筋的东西 | 筋
文言叹词，表示允许 | 俞
安 | 俞
姓。 | 俞
同“腧”。 | 俞
古同“愈”，更加。 | 俞
病愈。 | 俞
大 | 丕
见“余”。 | 馀
姓。 | 馀
有机化学中表示的一类化合物 | 烯
方言，我，我们（不包括听说话的人） | 俺
无 | 没
不曾，未 | 没
不够，不如 | 没
隐在水中 | 没
隐藏，消失 | 没
漫过，高过 | 没
财物收归公有或被私人侵吞 | 没
终，尽 | 没
同“殁”。 | 没
曾作“阎”的简化字，后停用。 | 闫
指“茯苓”。 | 苓
古书上说的一种植物。 | 苓
古同“零”，零落。 | 苓
使赶快行动 | 催
使事物的产生、发展变化加快 | 催
同“胁”。 | 脇
手伸出的支体（脚趾亦作“脚指”） | 指
量词，一个手指的宽度 | 指
（手指或物体尖端）对着，向着 | 指
点明，告知 | 指
直立，竖起 | 指
意向针对 | 指
古同“旨”，意义，目的。 | 指
指面积、体积、容量、数量、强度、力量不及一般或不及所比较的对象，与“大”相对 | 小
范围窄，程度浅，性质不重要 | 小
时间短 | 小
年幼小，排行最末 | 小
谦辞 | 小
妾 | 小
古同“礼”，古代祭祀用的礼器。 | 豊
〔～树〕即“臭椿”。 | 樗
〔～蚕〕一种蚕，幼虫绿色，有白色黏粉，成虫灰白色，幼虫吃樗叶、蓖麻叶等。亦称“椿蚕”。 | 樗
〔～蒲〕古代一种赌博游戏，像后代的掷骰子，后亦作为赌博的通称。 | 樗
〔～栎〕喻无用之材，亦作自谦之辞。亦称“樗材”。 | 樗
同“绵”。 | 緜
鱼类的一科，身体呈梭形而侧扁，鳞圆而细小，头尖口大。“鲐鱼”即属于鲭科。 | 鲭
广大。 | 竑
教学上的一个阶段 | 课
教学的科目 | 课
教书讲学或攻读学习 | 课
古代的一种赋税 | 课
使交纳赋税 | 课
机关、企业等行政上的单位（现亦称“科”） | 课
迷信占卜的一种 | 课
口小腹大的器皿，多为瓷或玻璃做成，通常用来盛液体 | 瓶
量词，用于瓶装的东西 | 瓶
用丝线等在绸和布上缀成花纹或文字 | 绣
绣成的物品 | 绣
女子人名用字及译音字。 | 娜
〔婀～〕见“婀”。 | 娜
〔袅～〕见“袅”。 | 娜
〔～～〕轻柔的样子。 | 娜
分布在人和动物周身内的血管 | 脉
动脉的跳动 | 脉
像血管那样连贯而自成系统的东西 | 脉
脉脉形容用眼神表达爱慕的情意 | 脉
胳肢窝，上肢同肩膀相连处靠里凹入的部分 | 腋
其他生物体上与腋类似的部分 | 腋
沉迷于酒，撒酒疯 | 酗
长形的桌子或架起来代替桌子用的长木板 | 案
提出计划、方法和建议的文件或记录 | 案
事件，特指涉及法律问题的事件 | 案
古代有短脚盛食物的木托盘 | 案
同“按”。 | 案
吉利 | 祥
吉凶的预兆 | 祥
姓。 | 祥
〔～柳〕落叶灌木，老枝红色，叶像鳞片，花淡红色，有时一年开花三次，结蒴果。全树耐碱抗旱，适于造防沙林。亦称“三春柳”、“红柳”。 | 柽
（柽） | 柽
不亮，没有光，与“明”相对 | 暗
不公开的，隐藏不露的 | 暗
愚昧，糊涂 | 暗
珍奇 | 瑰
次于玉的石头。 | 瑰
注视，集中视力看着，不放松 | 盯
古同“球”，美玉，亦指玉磬。 | 璆
玉石相碰声 | 璆
查究，处治 | 讨
征伐，发动攻击 | 讨
研究，推求 | 讨
索取 | 讨
求，请求 | 讨
惹 | 讨
娶 | 讨
为保护植物或墙堤等，在根基部分加土 | 培
帮助和保护人的成长 | 培
门扇 | 扉
作用与门扇相似的 | 扉
上古称君主 | 后
帝王的妻子 | 后
指空间在背面，反面的，与“前”相对 | 后
时间较晚，与“先”相对 | 后
指次序，与“前”相对 | 后
子孙 | 后
姓。 | 后
人和某些高级动物分泌尿液的器官（俗称“腰子”） | 肾
价钱高，与“贱”相对 | 贵
指地位高 | 贵
敬辞，称与对方有关的事物 | 贵
特别好的，重要的 | 贵
值得看重，重视 | 贵
指中国贵州省 | 贵
姓。 | 贵
中国省级以下的一种行政区划。 | 县
古同“悬”。 | 县
同“针”。 | 箴
劝告，劝戒 | 箴
古代一种文体，以告诫规劝为主 | 箴
航海的大船 | 舶
用毛做成的毡子一类的东西 | 罽
鱼网。 | 罽
衣缝脱线解开，引申为裂开 | 绽
缝补，缝纫 | 绽
〔～娟〕姿态美好，如“竹～娟，笼晓烟”；指美女，如“一带妆楼临水盖，家家分影照～娟”；指月亮 | 婵
〔～媛（）〕牵连，相连，如“结根竦本，垂条～媛（）”；眷恋，如“心～媛（）而伤怀兮”。 | 婵
〔～连〕牵连，引申为亲族，如“云余肇祖于高阳兮，惟楚怀之～连”（“肇祖”，始祖。） | 婵
中国陕西省的简称。 | 陕
古地名，在今中国河南省陕县。 | 陕
姓。 | 陕
装束。 | 捒
古同“束”，束缚。 | 捒
古同“竦”。 | 捒
〔搂～〕取。 | 捒
〔～阳〕地名，在中国河南省。 | 濮
姓。 | 濮
虎身上的斑纹，引申为有文采 | 彪
小老虎。 | 彪
身躯魁悟 | 彪
姓。 | 彪
古同“绳”。 | 縄
看守住，护着不让受损害或丧失 | 保
维持原状，使不消失或减弱 | 保
负责 | 保
旧时户口的一种编制，若干甲为一保。 | 保
旧称佣工 | 保
姓。 | 保
弥漫，充满 | 滔
倨慢 | 滔
闻，用鼻子辨别气味 | 嗅
管乐器名，通常是竹制的，有八孔，横着吹奏 | 笛
响声尖锐的发音器 | 笛
〔～呼〕文言叹词；旧时祭文常用以表示叹息，后借指死亡，如“一命～呼”。均亦作“乌呼”、“于呼”、“于戏”。 | 呜
象声词 | 呜
沾了水或是含的水分多，与“干”相对 | 湿
中医学名词 | 湿
指特别深的不良嗜好，亦泛指对某项事物的特殊兴趣、癖好 | 瘾
国家向企业或集体、个人征收的货币或实物 | 税
姓。 | 税
在液体、粉末或糊状的东西里沾一下就拿出来 | 蘸
古代作为凭信的玉器 | 瑞
吉详，好预兆 | 瑞
姓。 | 瑞
同“妆”。 | 粧
古代官名，一般是武官 | 尉
军衔的一级，在校以下 | 尉
〔～氏〕地名，在中国河南省。 | 尉
姓。 | 尉
〔～迟〕复姓。 | 尉
〔～犁〕地名，在中国新疆维吾尔自治区。 | 尉
依照文字念 | 读
看书，阅览 | 读
求学 | 读
字的念法 | 读
旧指文章里一句中间念起来要稍稍停顿的地方 | 读
上级对下级的指示 | 令
古代官名 | 令
使，使得 | 令
时节 | 令
美好，善 | 令
敬辞，用于对方的亲属或有关系的人 | 令
短的词调（），散曲中不成套的曲（多用于词调、曲调名） | 令
〔～狐〕古地名，在今山西省临猗县一带；复姓。 | 令
量词，印刷用的原张平版纸五百张为一令。 | 令
谷类或其他植物的子实去了皮的名称 | 米
国际长度单位（旧称“公尺”“米突”），一米等于三市尺。 | 米
姓。 | 米
辈，类 | 伦
人与人之间的关系 | 伦
条理，次序 | 伦
姓。 | 伦
〔～嗦〕发抖，战栗，如“冷得打～嗦”（“嗦”读轻声）。 | 哆
古代统治者强制人民承担的无偿劳动 | 徭
路旁遮阴的树。 | 樾
树阴凉儿 | 樾
浅的湖泊 | 淀
液体里沉下的东西，亦指难溶解的物质下沉到溶液底层 | 淀
洗 | 涤
古代指养祭牲的房子。 | 涤
古代指音乐节奏急速。 | 涤
暗，不明 | 昧
昏，糊涂，不明白 | 昧
目不明 | 昧
隐藏，隐瞒 | 昧
冒犯 | 昧
靠近地面的水蒸气，夜间遇冷凝结成的小水球 | 露
在室外，无遮盖 | 露
加入药料或果子汁制成的饮料或药剂 | 露
滋润 | 露
表现，显现 | 露
用于一些口语词语，如“露怯”、“露马脚”。 | 露
盗匪，侵略者，亦指敌人 | 寇
侵略者来侵犯 | 寇
姓。 | 寇
〔～杷〕常绿乔木，叶大，长椭圆形，果实球形，黄色，味甜，叶和核可入药；这种植物的果实。 | 枇
古代妇女的一种头饰，用头发编成假髻，称“副”；再用簪子把副别在头上，上加玉饰，称“珈”；珈数多少有表明身份的作用，如“六珈”为侯伯夫人所用。 | 珈
〔牡～〕软体动物，有两个贝壳，生活在浅海泥沙中。肉可食，味鲜美，亦能提制蚝油。壳烧成灰可入药。亦称“蚝”、“海蛎子”。 | 蛎
叹息 | 咳
叹词，表示惋惜或后悔 | 咳
〔～嗽〕呼吸器官受刺激而引起一种反射作用。把吸入的气急急呼出，同时发声，能清除呼吸道中的异物或痰，亦是某些病的症状。 | 咳
见“崚崚”。 | 崚
见“崚嶒”、“嶒崚”。 | 崚
义未详。 | 崚
支着，支持 | 撑
用篙使船前进 | 撑
使张开 | 撑
使保持张开状态的器物 | 撑
饱胀到容不下的程度 | 撑
瞳人不正。 | 睐
看，向旁边看 | 睐
看到 | 见
接触，遇到 | 见
看得出，显得出 | 见
（文字等）出现在某处，可参考 | 见
会晤 | 见
对事物观察、认识、理解 | 见
助词，表示被动或对我如何 | 见
古同“现”，出现，显露。 | 见
古同“现”，现存。 | 见
耳朵长而大 | 聃
古同“耽”，沉溺。 | 聃
军队得胜回来奏的乐曲 | 凯
和，柔 | 凯
姓。 | 凯
说假话骗人 | 哄
用语言或行动逗人喜欢 | 哄
好多人同时发声 | 哄
吵闹，搅扰 | 哄
心地光明坦白 | 磊
石头多。 | 磊
大河的通称 | 江
特指中国长江 | 江
姓。 | 江
拉，牵引 | 拽
用力扔 | 拽
胳膊有病，转动不灵。 | 拽
同“曳”。 | 拽
用黏土烧制的器物。 | 陶
制造陶器 | 陶
陶然，快乐的样子 | 陶
姓。 | 陶
皋陶传说中上古人名。 | 陶
对年轻男子的称呼 | 郎
对某种人的称呼 | 郎
旧时妻称夫或情人 | 郎
封建时代的官名 | 郎
姓。 | 郎
〔屎壳～〕“蜣螂”的俗称。 | 郎
同“毗”。 | 毘
不平常的，超出一般的 | 特
单，单一 | 特
只，但 | 特
三岁的兽，一说四岁的兽 | 特
公牛，亦用以借指公马和雄性的牲畜。 | 特
配偶，匹配 | 特
努力。 | 劢
豆的总称 | 菽
稠，空隙小，与“稀”、“疏”相对 | 密
关系近，感情好 | 密
不公开，不公开的事物 | 密
精致，细致 | 密
姓。 | 密
去，到 | 往
过去 | 往
同“望”。 | 往
皮肤上长的像水泡的小疙瘩（亦作“泡”） | 疱
一种金属元素，银白色，质软，富延展性 | 锡
赏赐 | 锡
姓。 | 锡
一年生草本植物，茎方形，叶椭圆形，有锯齿，开白色小花，种子通称“苏子”，可榨油；嫩叶可食。亦称“白苏”。 | 荏
柔，软弱 | 荏
古同“戎”、“壬”，大。 | 荏
古代饮酒的器皿，三足，以不同的形状显示使用者的身份。 | 爵
君主国家贵族封号（中国古代分为“公”、“侯”、“伯”、“子”、“男”五等） | 爵
古同“雀”。 | 爵
古同“稻”。 | 稲
轻便的小船 | 艇
某些大船 | 艇
所处的地方 | 位
职务的高低 | 位
特指君主的地位 | 位
一个数中每个数码所占的位置 | 位
量词，常用于人，表尊重 | 位
姓。 | 位
古同“览”。 | 覧
捕捉禽兽 | 猎
打猎的 | 猎
高起，突起 | 崛
供给人财物 | 赡
富足，足够 | 赡
信件、名片、帖子等的泛称 | 柬
简选，拣 | 柬
还，走向原来的地方 | 回
掉转 | 回
曲折，环绕，旋转 | 回
答复，答报 | 回
量词，指事件的次数 | 回
说书的一个段落，章回小说的一章 | 回
中国少数民族，分布于中国大部分地区 | 回
姓。 | 回
画、描画 | 绘
古代指彩绣，现指某些图画 | 绘
〔蝌～〕见“蝌”。 | 蚪
中国古代民族，居住在今西北一带，东晋时建立过前秦、后凉。 | 氐
星名，二十八宿之一。 | 氐
根本。 | 氐
〔～菜〕多年生草本植物，叶细长而扁，夏秋间开小白花；叶和花嫩时可食，种子可入药。简称“韭”，如“～黄”。 | 韭
打 | 拷
全，都 | 咸
像盐的味道，含盐分多的，与“淡”相对 | 咸
姓。 | 咸
同“丘”。 | 邱
姓。 | 邱
真实，实在 | 确
坚固，固定 | 确
表示、划分或计算出来的量 | 数
几，几个 | 数
技艺，学术 | 数
命运，天命 | 数
一个一个地计算 | 数
比较起来突出 | 数
责备，列举过错 | 数
谈论，述说 | 数
屡次 | 数
父亲 | 爷
祖父 | 爷
对长辈或年长男子的敬称 | 爷
旧时对官僚、财主等的称呼 | 爷
对佛、神的称呼 | 爷
不得意 | 惘
不看着书本念，背书 | 讽
用含蓄的话劝告或讥刺 | 讽
捉，逮 | 捕
同“泪”（日本汉字）。 | 涙
古代计量单位 | 仞
测量深度。 | 仞
古同“韧”，坚韧。 | 仞
（敌人）进入境内，（外来的或有害的事物）进入内部 | 侵
